estacion,anio,mes,codigo_estacion,departamento,trafico_total
CALAMAR,2012,12,00008,BOLIVAR,78736.0
CARIMAGUA,2012,12,00009,CORDOBA,73484.0
CASETABLA,2012,12,00010,META,76856.0
CISNEROS,2012,12,00011,ANTIOQUIA,45293.0
CRUCERO,2012,12,00012,BOYACA,72873.0
EL BORDO,2012,12,00013,CAUCA,75493.0
HONDA,2012,12,00014,TOLIMA,145667.0
LA APARTADA,2012,12,00015,CORDOBA,139536.0
LA CABAÑA,2012,12,00016,CUNDINAMARCA,44378.0
LA ESPERANZA,2012,12,00017,SUCRE,83933.0
LA PINTADA,2012,12,00018,ANTIOQUIA,18490.0
LOS CAUCHOS,2012,12,00019,HUILA,163720.0
LOS LLANOS,2012,12,00020,ANTIOQUIA,116119.0
MACHETA,2012,12,00021,CUNDINAMARCA,58568.0
MATA DE CAÑA,2012,12,00022,CORDOBA,79987.0
LOS PATIOS,2012,12,Sin registro,CUNDINAMARCA,139551.0
PICACHO,2012,12,00024,SANTANDER,79329.0
PRIMAVERA,2012,12,00025,ANTIOQUIA,164120.0
PUERTO BERRIO,2012,12,00026,ANTIOQUIA,39198.0
RIO BLANCO,2012,12,00027,SANTANDER,95979.0
RIO FRIO,2012,12,00028,VALLE,30470.0
RIO SOGAMOSO,2012,12,00029,SANTANDER,144746.0
SACHICA,2012,12,00030,BOYACA,85991.0
SAN CLEMENTE,2012,12,00031,CALDAS,26961.0
SAN JUAN,2012,12,00032,GUAJIRA,167215.0
SAN ONOFRE,2012,12,00033,SUCRE,24358.0
SAN PEDRO,2012,12,00034,CASANARE,90488.0
SUPIA,2012,12,00035,CALDAS,136195.0
TARAZA,2012,12,00036,ANTIOQUIA,103303.0
TORO,2012,12,00037,VALLE,19206.0
YUCAO,2012,12,00038,META,62667.0
EL CARMEN,2012,12,00044,BOLIVAR,72.0
CASA BLANCA,2012,12,00039,CUNDINAMARCA,273732.0
SABOYA,2012,12,Sin registro,BOYACA,111510.0
OIBA,2012,12,00041,SANTANDER,132782.0
SAN GIL,2012,12,00042,SANTANDER,157189.0
LOS CUROS,2012,12,00043,SANTANDER,163048.0
ACAPULCO,2013,1,00001,RISARALDA,80326.0
ALTAMIRA,2013,1,00002,HUILA,94047.0
ALVARADO,2013,1,00003,TOLIMA,157534.0
AMAGA,2013,1,00004,ANTIOQUIA,173570.0
ARCABUCO,2013,1,00005,BOYACA,116995.0
BICENTENARIO,2013,1,00006,CUNDINAMARCA,231091.0
CAJAMARCA,2013,1,00007,TOLIMA,199089.0
CALAMAR,2013,1,00008,BOLIVAR,79463.0
CARIMAGUA,2013,1,00009,CORDOBA,84212.0
CASETABLA,2013,1,00010,META,85382.0
CISNEROS,2013,1,00011,ANTIOQUIA,48381.0
CRUCERO,2013,1,00012,BOYACA,82137.0
EL BORDO,2013,1,00013,CAUCA,83952.0
HONDA,2013,1,00014,TOLIMA,158482.0
LA APARTADA,2013,1,00015,CORDOBA,158690.0
LA CABAÑA,2013,1,00016,CUNDINAMARCA,45067.0
LA ESPERANZA,2013,1,00017,SUCRE,99958.0
LA PINTADA,2013,1,00018,ANTIOQUIA,19326.0
LOS CAUCHOS,2013,1,00019,HUILA,166954.0
LOS LLANOS,2013,1,00020,ANTIOQUIA,135407.0
MACHETA,2013,1,00021,CUNDINAMARCA,61439.0
MATA DE CAÑA,2013,1,00022,CORDOBA,97898.0
LOS PATIOS,2013,1,Sin registro,CUNDINAMARCA,128027.0
PICACHO,2013,1,00024,SANTANDER,79583.0
PRIMAVERA,2013,1,00025,ANTIOQUIA,174688.0
PUERTO BERRIO,2013,1,00026,ANTIOQUIA,42772.0
RIO BLANCO,2013,1,00027,SANTANDER,107433.0
RIO FRIO,2013,1,00028,VALLE,32924.0
RIO SOGAMOSO,2013,1,00029,SANTANDER,142019.0
SACHICA,2013,1,00030,BOYACA,75171.0
SAN CLEMENTE,2013,1,00031,CALDAS,31175.0
SAN JUAN,2013,1,00032,GUAJIRA,155635.0
SAN ONOFRE,2013,1,00033,SUCRE,32660.0
SAN PEDRO,2013,1,00034,CASANARE,93189.0
SUPIA,2013,1,00035,CALDAS,145481.0
TARAZA,2013,1,00036,ANTIOQUIA,125328.0
TORO,2013,1,00037,VALLE,18279.0
YUCAO,2013,1,00038,META,70990.0
EL CARMEN,2013,1,00044,BOLIVAR,143446.0
CASA BLANCA,2013,1,00039,CUNDINAMARCA,276239.0
SABOYA,2013,1,Sin registro,CUNDINAMARCA,126026.0
OIBA,2013,1,00041,SANTANDER,147244.0
SAN GIL,2013,1,00042,SANTANDER,172574.0
LOS CUROS,2013,1,00043,SANTANDER,178108.0
ACAPULCO,2013,2,00001,RISARALDA,51602.0
ALTAMIRA,2013,2,00002,HUILA,61785.0
ALVARADO,2013,2,00003,TOLIMA,116780.0
AMAGA,2013,2,00004,ANTIOQUIA,130687.0
ARCABUCO,2013,2,00005,BOYACA,65924.0
BICENTENARIO,2013,2,00006,CUNDINAMARCA,143578.0
CAJAMARCA,2013,2,00007,TOLIMA,127700.0
CALAMAR,2013,2,00008,BOLIVAR,59831.0
CARIMAGUA,2013,2,00009,CORDOBA,56904.0
CASETABLA,2013,2,00010,META,73498.0
CISNEROS,2013,2,00011,ANTIOQUIA,34483.0
CRUCERO,2013,2,00012,BOYACA,56147.0
EL BORDO,2013,2,00013,CAUCA,49770.0
HONDA,2013,2,00014,TOLIMA,107080.0
LA APARTADA,2013,2,00015,CORDOBA,99348.0
LA CABAÑA,2013,2,00016,CUNDINAMARCA,37731.0
LA ESPERANZA,2013,2,00017,SUCRE,66851.0
LA PINTADA,2013,2,00018,ANTIOQUIA,11687.0
LOS CAUCHOS,2013,2,00019,HUILA,122956.0
LOS LLANOS,2013,2,00020,ANTIOQUIA,80980.0
MACHETA,2013,2,00021,CUNDINAMARCA,38497.0
MATA DE CAÑA,2013,2,00022,CORDOBA,53457.0
LOS PATIOS,2013,2,Sin registro,CUNDINAMARCA,119358.0
PICACHO,2013,2,00024,SANTANDER,58620.0
PRIMAVERA,2013,2,00025,ANTIOQUIA,112099.0
PUERTO BERRIO,2013,2,00026,ANTIOQUIA,29600.0
RIO BLANCO,2013,2,00027,SANTANDER,71513.0
RIO FRIO,2013,2,00028,VALLE,26922.0
RIO SOGAMOSO,2013,2,00029,SANTANDER,115714.0
SACHICA,2013,2,00030,BOYACA,51388.0
SAN CLEMENTE,2013,2,00031,CALDAS,18240.0
SAN JUAN,2013,2,00032,GUAJIRA,127880.0
SAN ONOFRE,2013,2,00033,SUCRE,22971.0
SAN PEDRO,2013,2,00034,CASANARE,73288.0
SUPIA,2013,2,00035,CALDAS,90369.0
TARAZA,2013,2,00036,ANTIOQUIA,70860.0
TORO,2013,2,00037,VALLE,14101.0
YUCAO,2013,2,00038,META,61215.0
EL CARMEN,2013,2,00044,BOLIVAR,97516.0
CASA BLANCA,2013,2,00039,CUNDINAMARCA,194246.0
SABOYA,2013,2,Sin registro,CUNDINAMARCA,66961.0
OIBA,2013,2,00041,SANTANDER,84566.0
SAN GIL,2013,2,00042,SANTANDER,101315.0
LOS CUROS,2013,2,00043,SANTANDER,109849.0
ACAPULCO,2013,3,00001,RISARALDA,61862.0
ALTAMIRA,2013,3,00002,HUILA,72124.0
ALVARADO,2013,3,00003,TOLIMA,124258.0
AMAGA,2013,3,00004,ANTIOQUIA,162787.0
ARCABUCO,2013,3,00005,BOYACA,90925.0
BICENTENARIO,2013,3,00006,CUNDINAMARCA,170239.0
CAJAMARCA,2013,3,00007,TOLIMA,162360.0
CALAMAR,2013,3,00008,BOLIVAR,73703.0
CARIMAGUA,2013,3,00009,CORDOBA,66603.0
CASETABLA,2013,3,00010,META,73763.0
CISNEROS,2013,3,00011,ANTIOQUIA,53504.0
CRUCERO,2013,3,00012,BOYACA,73087.0
EL BORDO,2013,3,00013,CAUCA,61944.0
HONDA,2013,3,00014,TOLIMA,121212.0
LA APARTADA,2013,3,00015,CORDOBA,123510.0
LA CABAÑA,2013,3,00016,CUNDINAMARCA,45148.0
LA ESPERANZA,2013,3,00017,SUCRE,89375.0
LA PINTADA,2013,3,00018,ANTIOQUIA,14399.0
LOS CAUCHOS,2013,3,00019,HUILA,135775.0
LOS LLANOS,2013,3,00020,ANTIOQUIA,100746.0
MACHETA,2013,3,00021,CUNDINAMARCA,51229.0
MATA DE CAÑA,2013,3,00022,CORDOBA,79464.0
LOS PATIOS,2013,3,Sin registro,CUNDINAMARCA,133222.0
PICACHO,2013,3,00024,SANTANDER,71014.0
PRIMAVERA,2013,3,00025,ANTIOQUIA,148707.0
PUERTO BERRIO,2013,3,00026,ANTIOQUIA,48342.0
RIO BLANCO,2013,3,00027,SANTANDER,86179.0
RIO FRIO,2013,3,00028,VALLE,30615.0
RIO SOGAMOSO,2013,3,00029,SANTANDER,130414.0
SACHICA,2013,3,00030,BOYACA,74230.0
SAN CLEMENTE,2013,3,00031,CALDAS,20509.0
SAN JUAN,2013,3,00032,GUAJIRA,145362.0
SAN ONOFRE,2013,3,00033,SUCRE,34737.0
SAN PEDRO,2013,3,00034,CASANARE,80176.0
SUPIA,2013,3,00035,CALDAS,119576.0
TARAZA,2013,3,00036,ANTIOQUIA,89060.0
TORO,2013,3,00037,VALLE,16578.0
YUCAO,2013,3,00038,META,63509.0
EL CARMEN,2013,3,00044,BOLIVAR,116741.0
CASA BLANCA,2013,3,00039,CUNDINAMARCA,253985.0
SABOYA,2013,3,Sin registro,CUNDINAMARCA,101273.0
OIBA,2013,3,00041,SANTANDER,120154.0
SAN GIL,2013,3,00042,SANTANDER,143054.0
LOS CUROS,2013,3,00043,SANTANDER,150706.0
ACAPULCO,2013,4,00001,RISARALDA,62346.0
ALTAMIRA,2013,4,00002,HUILA,81578.0
ALVARADO,2013,4,00003,TOLIMA,130096.0
AMAGA,2013,4,00004,ANTIOQUIA,143730.0
ARCABUCO,2013,4,00005,BOYACA,72129.0
BICENTENARIO,2013,4,00006,CUNDINAMARCA,134634.0
CAJAMARCA,2013,4,00007,TOLIMA,143999.0
CALAMAR,2013,4,00008,BOLIVAR,63057.0
CARIMAGUA,2013,4,00009,CORDOBA,60980.0
CASETABLA,2013,4,00010,META,73353.0
CISNEROS,2013,4,00011,ANTIOQUIA,39685.0
CRUCERO,2013,4,00012,BOYACA,61928.0
EL BORDO,2013,4,00013,CAUCA,62350.0
HONDA,2013,4,00014,TOLIMA,114595.0
LA APARTADA,2013,4,00015,CORDOBA,104445.0
LA CABAÑA,2013,4,00016,CUNDINAMARCA,38999.0
LA ESPERANZA,2013,4,00017,SUCRE,77754.0
LA PINTADA,2013,4,00018,ANTIOQUIA,11328.0
LOS CAUCHOS,2013,4,00019,HUILA,147045.0
LOS LLANOS,2013,4,00020,ANTIOQUIA,86045.0
MACHETA,2013,4,00021,CUNDINAMARCA,38652.0
MATA DE CAÑA,2013,4,00022,CORDOBA,57678.0
LOS PATIOS,2013,4,Sin registro,CUNDINAMARCA,129403.0
PICACHO,2013,4,00024,SANTANDER,62400.0
PRIMAVERA,2013,4,00025,ANTIOQUIA,122819.0
PUERTO BERRIO,2013,4,00026,ANTIOQUIA,34611.0
RIO BLANCO,2013,4,00027,SANTANDER,82005.0
RIO FRIO,2013,4,00028,VALLE,24762.0
RIO SOGAMOSO,2013,4,00029,SANTANDER,128386.0
SACHICA,2013,4,00030,BOYACA,50721.0
SAN CLEMENTE,2013,4,00031,CALDAS,21574.0
SAN JUAN,2013,4,00032,GUAJIRA,146022.0
SAN ONOFRE,2013,4,00033,SUCRE,34292.0
SAN PEDRO,2013,4,00034,CASANARE,77946.0
SUPIA,2013,4,00035,CALDAS,100134.0
TARAZA,2013,4,00036,ANTIOQUIA,74301.0
TORO,2013,4,00037,VALLE,16429.0
YUCAO,2013,4,00038,META,62681.0
EL CARMEN,2013,4,00044,BOLIVAR,96272.0
CASA BLANCA,2013,4,00039,CUNDINAMARCA,204941.0
SABOYA,2013,4,Sin registro,CUNDINAMARCA,72316.0
OIBA,2013,4,00041,SANTANDER,93061.0
SAN GIL,2013,4,00042,SANTANDER,110089.0
LOS CUROS,2013,4,00043,SANTANDER,119322.0
ACAPULCO,2013,5,00001,RISARALDA,67181.0
ALTAMIRA,2013,5,00002,HUILA,85705.0
ALVARADO,2013,5,00003,TOLIMA,135925.0
AMAGA,2013,5,00004,ANTIOQUIA,153294.0
ARCABUCO,2013,5,00005,BOYACA,77881.0
BICENTENARIO,2013,5,00006,CUNDINAMARCA,140782.0
CAJAMARCA,2013,5,00007,TOLIMA,150436.0
CALAMAR,2013,5,00008,BOLIVAR,65988.0
CARIMAGUA,2013,5,00009,CORDOBA,60986.0
CASETABLA,2013,5,00010,META,76540.0
CISNEROS,2013,5,00011,ANTIOQUIA,39146.0
CRUCERO,2013,5,00012,BOYACA,63708.0
EL BORDO,2013,5,00013,CAUCA,64547.0
HONDA,2013,5,00014,TOLIMA,119555.0
LA APARTADA,2013,5,00015,CORDOBA,104769.0
LA CABAÑA,2013,5,00016,CUNDINAMARCA,43925.0
LA ESPERANZA,2013,5,00017,SUCRE,79598.0
LA PINTADA,2013,5,00018,ANTIOQUIA,12978.0
LOS CAUCHOS,2013,5,00019,HUILA,151947.0
LOS LLANOS,2013,5,00020,ANTIOQUIA,88317.0
MACHETA,2013,5,00021,CUNDINAMARCA,44664.0
MATA DE CAÑA,2013,5,00022,CORDOBA,62100.0
LOS PATIOS,2013,5,Sin registro,CUNDINAMARCA,138085.0
PICACHO,2013,5,00024,SANTANDER,68923.0
PRIMAVERA,2013,5,00025,ANTIOQUIA,133455.0
PUERTO BERRIO,2013,5,00026,ANTIOQUIA,33448.0
RIO BLANCO,2013,5,00027,SANTANDER,85208.0
RIO FRIO,2013,5,00028,VALLE,27080.0
RIO SOGAMOSO,2013,5,00029,SANTANDER,134772.0
SACHICA,2013,5,00030,BOYACA,57799.0
SAN CLEMENTE,2013,5,00031,CALDAS,23311.0
SAN JUAN,2013,5,00032,GUAJIRA,149963.0
SAN ONOFRE,2013,5,00033,SUCRE,35623.0
SAN PEDRO,2013,5,00034,CASANARE,78157.0
SUPIA,2013,5,00035,CALDAS,107907.0
TARAZA,2013,5,00036,ANTIOQUIA,74580.0
TORO,2013,5,00037,VALLE,17526.0
YUCAO,2013,5,00038,META,64242.0
EL CARMEN,2013,5,00044,BOLIVAR,97573.0
CASA BLANCA,2013,5,00039,CUNDINAMARCA,225207.0
SABOYA,2013,5,Sin registro,CUNDINAMARCA,82002.0
OIBA,2013,5,00041,SANTANDER,101011.0
SAN GIL,2013,5,00042,SANTANDER,120347.0
LOS CUROS,2013,5,00043,SANTANDER,129751.0
ACAPULCO,2013,6,00001,RISARALDA,70865.0
ALTAMIRA,2013,6,00002,HUILA,86720.0
ALVARADO,2013,6,00003,TOLIMA,140562.0
AMAGA,2013,6,00004,ANTIOQUIA,177098.0
ARCABUCO,2013,6,00005,BOYACA,91903.0
BICENTENARIO,2013,6,00006,CUNDINAMARCA,154341.0
CAJAMARCA,2013,6,00007,TOLIMA,162843.0
CALAMAR,2013,6,00008,BOLIVAR,66005.0
CARIMAGUA,2013,6,00009,CORDOBA,63205.0
CASETABLA,2013,6,00010,META,73699.0
CISNEROS,2013,6,00011,ANTIOQUIA,43185.0
CRUCERO,2013,6,00012,BOYACA,71050.0
EL BORDO,2013,6,00013,CAUCA,67212.0
HONDA,2013,6,00014,TOLIMA,129949.0
LA APARTADA,2013,6,00015,CORDOBA,110642.0
LA CABAÑA,2013,6,00016,CUNDINAMARCA,47861.0
LA ESPERANZA,2013,6,00017,SUCRE,88677.0
LA PINTADA,2013,6,00018,ANTIOQUIA,15550.0
LOS CAUCHOS,2013,6,00019,HUILA,152860.0
LOS LLANOS,2013,6,00020,ANTIOQUIA,94830.0
MACHETA,2013,6,00021,CUNDINAMARCA,49826.0
MATA DE CAÑA,2013,6,00022,CORDOBA,74031.0
LOS PATIOS,2013,6,Sin registro,CUNDINAMARCA,140776.0
PICACHO,2013,6,00024,SANTANDER,72936.0
PRIMAVERA,2013,6,00025,ANTIOQUIA,153263.0
PUERTO BERRIO,2013,6,00026,ANTIOQUIA,36370.0
RIO BLANCO,2013,6,00027,SANTANDER,87507.0
RIO FRIO,2013,6,00028,VALLE,28842.0
RIO SOGAMOSO,2013,6,00029,SANTANDER,136880.0
SACHICA,2013,6,00030,BOYACA,70318.0
SAN CLEMENTE,2013,6,00031,CALDAS,24528.0
SAN JUAN,2013,6,00032,GUAJIRA,145312.0
SAN ONOFRE,2013,6,00033,SUCRE,41227.0
SAN PEDRO,2013,6,00034,CASANARE,79912.0
SUPIA,2013,6,00035,CALDAS,121021.0
TARAZA,2013,6,00036,ANTIOQUIA,81672.0
TORO,2013,6,00037,VALLE,19160.0
YUCAO,2013,6,00038,META,60096.0
EL CARMEN,2013,6,00044,BOLIVAR,100451.0
CASA BLANCA,2013,6,00039,CUNDINAMARCA,247980.0
SABOYA,2013,6,Sin registro,CUNDINAMARCA,96568.0
OIBA,2013,6,00041,SANTANDER,112127.0
SAN GIL,2013,6,00042,SANTANDER,136494.0
LOS CUROS,2013,6,00043,SANTANDER,146469.0
ACAPULCO,2013,7,00001,RISARALDA,71571.0
ALTAMIRA,2013,7,00002,HUILA,90104.0
ALVARADO,2013,7,00003,TOLIMA,149103.0
AMAGA,2013,7,00004,ANTIOQUIA,163876.0
ARCABUCO,2013,7,00005,BOYACA,87794.0
BICENTENARIO,2013,7,00006,CUNDINAMARCA,157810.0
CAJAMARCA,2013,7,00007,TOLIMA,172957.0
CALAMAR,2013,7,00008,BOLIVAR,65461.0
CARIMAGUA,2013,7,00009,CORDOBA,53714.0
CASETABLA,2013,7,00010,META,82813.0
CISNEROS,2013,7,00011,ANTIOQUIA,43574.0
CRUCERO,2013,7,00012,BOYACA,70833.0
EL BORDO,2013,7,00013,CAUCA,76265.0
HONDA,2013,7,00014,TOLIMA,133346.0
LA APARTADA,2013,7,00015,CORDOBA,76190.0
LA CABAÑA,2013,7,00016,CUNDINAMARCA,45438.0
LA ESPERANZA,2013,7,00017,SUCRE,91883.0
LA PINTADA,2013,7,00018,ANTIOQUIA,14675.0
LOS CAUCHOS,2013,7,00019,HUILA,159607.0
LOS LLANOS,2013,7,00020,ANTIOQUIA,75036.0
MACHETA,2013,7,00021,CUNDINAMARCA,48486.0
MATA DE CAÑA,2013,7,00022,CORDOBA,72439.0
LOS PATIOS,2013,7,Sin registro,CUNDINAMARCA,128617.0
PICACHO,2013,7,00024,SANTANDER,73225.0
PRIMAVERA,2013,7,00025,ANTIOQUIA,140387.0
PUERTO BERRIO,2013,7,00026,ANTIOQUIA,38070.0
RIO BLANCO,2013,7,00027,SANTANDER,88647.0
RIO FRIO,2013,7,00028,VALLE,30514.0
RIO SOGAMOSO,2013,7,00029,SANTANDER,142784.0
SACHICA,2013,7,00030,BOYACA,68763.0
SAN CLEMENTE,2013,7,00031,CALDAS,25523.0
SAN JUAN,2013,7,00032,GUAJIRA,155488.0
SAN ONOFRE,2013,7,00033,SUCRE,42534.0
SAN PEDRO,2013,7,00034,CASANARE,77951.0
SUPIA,2013,7,00035,CALDAS,109939.0
TARAZA,2013,7,00036,ANTIOQUIA,55760.0
TORO,2013,7,00037,VALLE,19509.0
YUCAO,2013,7,00038,META,67580.0
EL CARMEN,2013,7,00044,BOLIVAR,95959.0
CASA BLANCA,2013,7,00039,CUNDINAMARCA,247962.0
SABOYA,2013,7,Sin registro,CUNDINAMARCA,93403.0
OIBA,2013,7,00041,SANTANDER,111070.0
SAN GIL,2013,7,00042,SANTANDER,131598.0
LOS CUROS,2013,7,00043,SANTANDER,142763.0
ACAPULCO,2013,8,00001,RISARALDA,62223.0
ALTAMIRA,2013,8,00002,HUILA,61526.0
ALVARADO,2013,8,00003,TOLIMA,133940.0
AMAGA,2013,8,00004,ANTIOQUIA,153828.0
ARCABUCO,2013,8,00005,BOYACA,60923.0
BICENTENARIO,2013,8,00006,CUNDINAMARCA,153173.0
CAJAMARCA,2013,8,00007,TOLIMA,139762.0
CALAMAR,2013,8,00008,BOLIVAR,55752.0
CARIMAGUA,2013,8,00009,CORDOBA,37132.0
CASETABLA,2013,8,00010,META,78958.0
CISNEROS,2013,8,00011,ANTIOQUIA,46827.0
CRUCERO,2013,8,00012,BOYACA,45082.0
EL BORDO,2013,8,00013,CAUCA,47227.0
HONDA,2013,8,00014,TOLIMA,117424.0
LA APARTADA,2013,8,00015,CORDOBA,50104.0
LA CABAÑA,2013,8,00016,CUNDINAMARCA,42358.0
LA ESPERANZA,2013,8,00017,SUCRE,82917.0
LA PINTADA,2013,8,00018,ANTIOQUIA,12263.0
LOS CAUCHOS,2013,8,00019,HUILA,113980.0
LOS LLANOS,2013,8,00020,ANTIOQUIA,49823.0
MACHETA,2013,8,00021,CUNDINAMARCA,38975.0
MATA DE CAÑA,2013,8,00022,CORDOBA,68992.0
LOS PATIOS,2013,8,Sin registro,CUNDINAMARCA,125338.0
PICACHO,2013,8,00024,SANTANDER,62756.0
PRIMAVERA,2013,8,00025,ANTIOQUIA,116040.0
PUERTO BERRIO,2013,8,00026,ANTIOQUIA,42905.0
RIO BLANCO,2013,8,00027,SANTANDER,81570.0
RIO FRIO,2013,8,00028,VALLE,31403.0
RIO SOGAMOSO,2013,8,00029,SANTANDER,131444.0
SACHICA,2013,8,00030,BOYACA,48617.0
SAN CLEMENTE,2013,8,00031,CALDAS,20775.0
SAN JUAN,2013,8,00032,GUAJIRA,151087.0
SAN ONOFRE,2013,8,00033,SUCRE,37268.0
SAN PEDRO,2013,8,00034,CASANARE,75488.0
SUPIA,2013,8,00035,CALDAS,87119.0
TARAZA,2013,8,00036,ANTIOQUIA,31612.0
TORO,2013,8,00037,VALLE,18501.0
YUCAO,2013,8,00038,META,63089.0
EL CARMEN,2013,8,00044,BOLIVAR,80406.0
CASA BLANCA,2013,8,00039,CUNDINAMARCA,192576.0
SABOYA,2013,8,Sin registro,CUNDINAMARCA,70656.0
OIBA,2013,8,00041,SANTANDER,81320.0
SAN GIL,2013,8,00042,SANTANDER,105077.0
LOS CUROS,2013,8,00043,SANTANDER,114437.0
ACAPULCO,2013,9,00001,RISARALDA,64102.0
ALTAMIRA,2013,9,00002,HUILA,66028.0
ALVARADO,2013,9,00003,TOLIMA,131627.0
AMAGA,2013,9,00004,ANTIOQUIA,150272.0
ARCABUCO,2013,9,00005,BOYACA,73677.0
BICENTENARIO,2013,9,00006,CUNDINAMARCA,149755.0
CAJAMARCA,2013,9,00007,TOLIMA,155898.0
CALAMAR,2013,9,00008,BOLIVAR,61813.0
CARIMAGUA,2013,9,00009,CORDOBA,63069.0
CASETABLA,2013,9,00010,META,77847.0
CISNEROS,2013,9,00011,ANTIOQUIA,39342.0
CRUCERO,2013,9,00012,BOYACA,42246.0
EL BORDO,2013,9,00013,CAUCA,59525.0
HONDA,2013,9,00014,TOLIMA,113199.0
LA APARTADA,2013,9,00015,CORDOBA,99336.0
LA CABAÑA,2013,9,00016,CUNDINAMARCA,43704.0
LA ESPERANZA,2013,9,00017,SUCRE,89612.0
LA PINTADA,2013,9,00018,ANTIOQUIA,12514.0
LOS CAUCHOS,2013,9,00019,HUILA,122178.0
TORO,2016,12,00037,VALLE,25739.0
LOS LLANOS,2013,9,00020,ANTIOQUIA,87696.0
MACHETA,2013,9,00021,CUNDINAMARCA,43346.0
MATA DE CAÑA,2013,9,00022,CORDOBA,64344.0
LOS PATIOS,2013,9,Sin registro,CUNDINAMARCA,133904.0
PICACHO,2013,9,00024,SANTANDER,65423.0
PRIMAVERA,2013,9,00025,ANTIOQUIA,130907.0
PUERTO BERRIO,2013,9,00026,ANTIOQUIA,33333.0
RIO BLANCO,2013,9,00027,SANTANDER,78614.0
RIO FRIO,2013,9,00028,VALLE,28642.0
RIO SOGAMOSO,2013,9,00029,SANTANDER,129392.0
SACHICA,2013,9,00030,BOYACA,53414.0
SAN CLEMENTE,2013,9,00031,CALDAS,22447.0
SAN JUAN,2013,9,00032,GUAJIRA,138236.0
SAN ONOFRE,2013,9,00033,SUCRE,43822.0
SAN PEDRO,2013,9,00034,CASANARE,81351.0
SUPIA,2013,9,00035,CALDAS,107450.0
TARAZA,2013,9,00036,ANTIOQUIA,73946.0
TORO,2013,9,00037,VALLE,17508.0
YUCAO,2013,9,00038,META,62340.0
EL CARMEN,2013,9,00044,BOLIVAR,89973.0
CASA BLANCA,2013,9,00039,CUNDINAMARCA,216950.0
SABOYA,2013,9,Sin registro,CUNDINAMARCA,75298.0
OIBA,2013,9,00041,SANTANDER,91496.0
SAN GIL,2013,9,00042,SANTANDER,109692.0
LOS CUROS,2013,9,00043,SANTANDER,119368.0
ACAPULCO,2013,10,00001,RISARALDA,68351.0
ALTAMIRA,2013,10,00002,HUILA,96342.0
ALVARADO,2013,10,00003,TOLIMA,139321.0
AMAGA,2013,10,00004,ANTIOQUIA,169420.0
ARCABUCO,2013,10,00005,BOYACA,86950.0
BICENTENARIO,2013,10,00006,CUNDINAMARCA,172567.0
CAJAMARCA,2013,10,00007,TOLIMA,171905.0
CALAMAR,2013,10,00008,BOLIVAR,67842.0
CARIMAGUA,2013,10,00009,CORDOBA,67601.0
CASETABLA,2013,10,00010,META,76523.0
CISNEROS,2013,10,00011,ANTIOQUIA,43161.0
CRUCERO,2013,10,00012,BOYACA,71285.0
EL BORDO,2013,10,00013,CAUCA,69475.0
HONDA,2013,10,00014,TOLIMA,123868.0
LA APARTADA,2013,10,00015,CORDOBA,111376.0
LA CABAÑA,2013,10,00016,CUNDINAMARCA,45263.0
LA ESPERANZA,2013,10,00017,SUCRE,98722.0
LA PINTADA,2013,10,00018,ANTIOQUIA,15436.0
LOS CAUCHOS,2013,10,00019,HUILA,162736.0
LOS LLANOS,2013,10,00020,ANTIOQUIA,97499.0
MACHETA,2013,10,00021,CUNDINAMARCA,49438.0
MATA DE CAÑA,2013,10,00022,CORDOBA,73663.0
LOS PATIOS,2013,10,Sin registro,CUNDINAMARCA,136200.0
PICACHO,2013,10,00024,SANTANDER,72953.0
PRIMAVERA,2013,10,00025,ANTIOQUIA,150087.0
PUERTO BERRIO,2013,10,00026,ANTIOQUIA,36806.0
RIO BLANCO,2013,10,00027,SANTANDER,90074.0
RIO FRIO,2013,10,00028,VALLE,29767.0
RIO SOGAMOSO,2013,10,00029,SANTANDER,143007.0
SACHICA,2013,10,00030,BOYACA,64490.0
SAN CLEMENTE,2013,10,00031,CALDAS,24618.0
SAN JUAN,2013,10,00032,GUAJIRA,143058.0
SAN ONOFRE,2013,10,00033,SUCRE,51492.0
SAN PEDRO,2013,10,00034,CASANARE,83825.0
SUPIA,2013,10,00035,CALDAS,121571.0
TARAZA,2013,10,00036,ANTIOQUIA,83356.0
TORO,2013,10,00037,VALLE,19256.0
YUCAO,2013,10,00038,META,60979.0
EL CARMEN,2013,10,00044,BOLIVAR,96497.0
CASA BLANCA,2013,10,00039,CUNDINAMARCA,240573.0
SABOYA,2013,10,Sin registro,CUNDINAMARCA,91871.0
OIBA,2013,10,00041,SANTANDER,108100.0
SAN GIL,2013,10,00042,SANTANDER,130750.0
LOS CUROS,2013,10,00043,SANTANDER,140772.0
ACAPULCO,2013,11,00001,RISARALDA,70879.0
ALTAMIRA,2013,11,00002,HUILA,94147.0
ALVARADO,2013,11,00003,TOLIMA,134272.0
AMAGA,2013,11,00004,ANTIOQUIA,177943.0
ARCABUCO,2013,11,00005,BOYACA,85870.0
BICENTENARIO,2013,11,00006,CUNDINAMARCA,149460.0
CAJAMARCA,2013,11,00007,TOLIMA,158215.0
CALAMAR,2013,11,00008,BOLIVAR,68386.0
CARIMAGUA,2013,11,00009,CORDOBA,63982.0
CASETABLA,2013,11,00010,META,73864.0
CISNEROS,2013,11,00011,ANTIOQUIA,42133.0
